comment_count,region_code,video_description,hashtag_names,id,like_count,share_count,username,view_count
1,US,YOU know exactly what it is!! #mushwingsokc #healthylifestyle #plantbased #oystermushroom #okc #atlanta #oklahomacity #vegan #vegetarian #plantbasedfood #healthequalswealth #obesity #heartdisease #heal #businessowner #businesswoman #businessman #atl #houston #tiktok #invest #investors #tiktokoklahoma #trending #viralvideos #foodie #foodporn ,"['vegan', 'atlanta', 'foodporn', 'atl', 'trending', 'houston', 'tiktok', 'okc', 'heal', 'vegetarian', 'businessman', 'foodie', 'healthylifestyle', 'businessowner', 'invest', 'oklahomacity', 'heartdisease', 'investors', 'viralvideos', 'businesswoman', 'obesity', 'plantbased', 'oystermushroom', 'plantbasedfood', 'healthequalswealth', 'tiktokoklahoma', 'mushwingsokc']",7262000466517871918,34,6,mushwingsokc,356
1,US,#mindexpansion #hearthealth  #fypシ゚viral🖤tiktok☆♡🦋myvideo  #walkingforfitness  #fitnessmotivation  #loveyou ,"['loveyou', 'fitnessmotivation', 'hearthealth', 'walkingforfitness', 'mindexpansion', 'fypシ゚viral🖤tiktok☆♡🦋myvideo']",7261990971972341035,14,0,theeessencegoddess,367
1,US,#healthychoices #fypシ゚viral🖤tiktok☆♡🦋myvideo #walkingforfitness  #hearthealth  #mindexpansion ,"['healthychoices', 'hearthealth', 'walkingforfitness', 'mindexpansion', 'fypシ゚viral🖤tiktok☆♡🦋myvideo']",7261987079184223530,7,0,theeessencegoddess,314
6,US,"Craving a healthier you? Try this perfect smoothie that will help improve your cardiovascular and brain health while ridding your body of free radicals. All you need is one peeled and rinsed beet, one cup of mixed berries, and one cup of your favorite plant-based milk - blend it up and enjoy! • • • #Smoothie #wellnessjourney #wellness #health #fitness #healthylifestyle #selfcare #love #motivation #mentalhealth #healthy #lifestyle #beauty #healing #mindfulness #selflove #nutrition #healthyliving #meditation #wellbeing #workout #HeartHealth #life #weightloss #fitnessmotivation #inspiration #fit #instagood #FYP #ExplorePage #Monday ","['love', 'workout', 'beauty', 'life', 'lifestyle', 'fitness', 'healthy', 'instagood', 'monday', 'health', 'fit', 'inspiration', 'motivation', 'selflove', 'weightloss', 'meditation', 'smoothie', 'nutrition', 'healing', 'fyp', 'selfcare', 'mentalhealth', 'wellness', 'healthylifestyle', 'wellbeing', 'healthyliving', 'fitnessmotivation', 'explorepage', 'mindfulness', 'hearthealth', 'wellnessjourney']",7261986133804895531,439,39,darrellpalmes,10625
5,US,#adibiarmy #hearthealth #wellness #amazon #bookrelease  #kindle #gearedup #fitness #bodybuilding #classicphysique #bikini #ifbb #npc #seromax #trainhard #gymtime #fitbody #contestprepcoach #eatbig #dallas #ripped #coach #dietitian #results #dominate ,"['kindle', 'dallas', 'fitness', 'coach', 'gymtime', 'bodybuilding', 'bikini', 'trainhard', 'amazon', 'npc', 'ripped', 'results', 'fitbody', 'wellness', 'dominate', 'eatbig', 'ifbb', 'dietitian', 'gearedup', 'classicphysique', 'hearthealth', 'bookrelease', 'contestprepcoach', 'adibiarmy', 'seromax']",7261970892513709355,143,1,armonadibi,5006
0,US,#HeartDisease #women #heart #cardiologist #workout #exercise #fyp #AHA #americanheartassociation ,"['workout', 'heart', 'aha', 'exercise', 'women', 'fyp', 'heartdisease', 'americanheartassociation', 'cardiologist']",7261961385804909870,10,0,wendymorn,386
1,US,@THE REVENGE #cardiac #hearthealth #hearthealthawareness #cardiacarrest #healthiswealth #exercise #weightloss #coachmandy816 ,"['exercise', 'weightloss', 'cardiacarrest', 'healthiswealth', 'cardiac', 'hearthealth', 'hearthealthawareness', 'coachmandy816']",7261947195522583854,2,0,mixedmanzfitness,51
2,US,"Renting Our Health: Convenience vs. Mental Health. We rely too heavily on modern-day conveniences, resulting in an all-time high in mental health disorders, addictions, obesity, diabetes, and heart disease. Let’s treat our health as more than a convenience—it’s something we need to take responsibility for! #MentalHealth #Addiction #HealthyLiving #Technology #Obesity #Diabetes #HeartDisease #Convenience #JesusFollower #Health #Mindset #Motivation","['health', 'addiction', 'motivation', 'diabetes', 'mindset', 'mentalhealth', 'technology', 'healthyliving', 'heartdisease', 'obesity', 'jesusfollower', 'convenience']",7261938546196417835,23,1,chadhensleyjesusfollower,239
2,US,"Besides offering essentially no vital nutrients, sugar-sweetened drinks, including soda, can lead to health complications like weight gain, nonalcoholic fatty liver disease, and diabetes. When consumed in excess, added sugar can adversely affect your health. However, some sources of sugar are worse than others — and sugary drinks are by far the worst. This primarily applies to sugary soda but also to fruit juices, highly sweetened coffees, and other sources of liquid sugar. Here are 13 reasons that sugary soda is bad for your health. 1. Sugary Drinks Do Not Make You Feel Full and Are Strongly Linked to Weight Gain. 2. Large Amounts of Sugar Are Turned into Fat in Your Liver. 3. Sugar Drastically Increases Belly Fat Accumulation. 4. Sugary Soda May Cause Insulin Resistance — a Key Feature of Metabolic Syndrome. 5. Sugar-Sweetened Beverages May Be the Leading Dietary Cause of Type 2 Diabetes. 6. Sugary Soda Contains No Essential Nutrients — Just Sugar. 7. Sugar May Cause Leptin Resistance. 8. Sugary Soda May Be Addictive. 9. Sugary Beverages May Increase Heart Disease Risk 10. Soda Drinkers Have a Higher Risk of Cancer. 11. The Sugar and Acids in Soda Are a Disaster for Dental Health. 12. Soda Drinkers Have a Drastically Increased Risk of Gout. 13. Sugar Consumption Is Linked to an Increased Risk of Dementia. #soda #healthiswealt #health #heartdisease #diabetes #obesityisadisease #cancer #drinkwater ","['soda', 'health', 'cancer', 'diabetes', 'drinkwater', 'heartdisease', 'obesityisadisease', 'healthiswealt']",7261925032237026602,64,6,dashiklaniyan,1265
4,US,#navy #veteran #RFAM #ourfam #outlawtrknfam #teamloretty #lhrlunity💙💙💙 #nurseslife #CHF #PTSD #⚔️dawgz_crew⚔️ #dank🥀❧dawgz #heartdisease #barbiesarmy #lawofattraction #Manifestation ,"['navy', 'veteran', 'ptsd', 'rfam', 'heartdisease', 'lawofattraction', 'chf', 'nurseslife', 'manifestation', 'ourfam', 'barbiesarmy', 'outlawtrknfam', 'lhrlunity💙💙💙', 'teamloretty', '⚔️dawgz_crew⚔️', 'dank🥀❧dawgz']",7261902611534646571,17,0,countrygirl_nurse,421
8,US,#navy #veteran #RFAM #ourfam #outlawtrknfam #teamloretty #lhrlunity💙💙💙 #nurseslife #nurseslife #CHF #PTSD #⚔️dawgz_crew⚔️ #dank🥀❧dawgz #heartdisease #barbiesarmy #inspire #Manifestation ,"['navy', 'inspire', 'veteran', 'ptsd', 'rfam', 'heartdisease', 'chf', 'nurseslife', 'manifestation', 'ourfam', 'barbiesarmy', 'outlawtrknfam', 'lhrlunity💙💙💙', 'teamloretty', '⚔️dawgz_crew⚔️', 'dank🥀❧dawgz']",7261897520215821611,24,0,countrygirl_nurse,372
0,US,#navy #veteran #RFAM #ourfam #outlawtrknfam #teamloretty #lhrlunity💙💙💙 #nurseslife #CHF #PTSD #⚔️dawgz_crew⚔️ #dank🥀❧dawgz #heartdisease #barbiesarmy #inspire #Manifestation #MomsOfTikTok ,"['navy', 'inspire', 'veteran', 'ptsd', 'rfam', 'heartdisease', 'chf', 'nurseslife', 'manifestation', 'ourfam', 'barbiesarmy', 'momsoftiktok', 'outlawtrknfam', 'lhrlunity💙💙💙', 'teamloretty', '⚔️dawgz_crew⚔️', 'dank🥀❧dawgz']",7261896504267246891,11,0,countrygirl_nurse,352
7,US,#navy #veteran #RFAM #ourfam #outlawtrknfam #teamloretty #lhrlunity💙💙💙 #nurseslife #CHF #PTSD #⚔️dawgz_crew⚔️ #dank🥀❧dawgz #heartdisease #barbiesarmy #inspire ,"['navy', 'inspire', 'veteran', 'ptsd', 'rfam', 'heartdisease', 'chf', 'nurseslife', 'ourfam', 'barbiesarmy', 'outlawtrknfam', 'lhrlunity💙💙💙', 'teamloretty', '⚔️dawgz_crew⚔️', 'dank🥀❧dawgz']",7261892165662526762,18,0,countrygirl_nurse,201
0,US,#CapCut #navy #veteran #outlawtrknfam #teamloretty #lhrlunity💙💙💙 #nurseslife #CHF #PTSD #⚔️dawgz_crew⚔️ #dank🥀❧dawgz #lawofattraction #heartdisease #inspire #ourfam#RFAM ,"['navy', 'inspire', 'veteran', 'ptsd', 'rfam', 'heartdisease', 'lawofattraction', 'chf', 'nurseslife', 'ourfam', 'outlawtrknfam', 'capcut', 'lhrlunity💙💙💙', 'teamloretty', '⚔️dawgz_crew⚔️', 'dank🥀❧dawgz']",7261856104668351787,23,0,countrygirl_nurse,469
13,US,"From the moment I realized I was going to see @Taylor Swift to the moment I actually saw her. My sister is truly a mastermind and the most wonderful human. After being listed for a heart transplant, I was nervous I wouldn’t be able to make this concert but I did and I had the BEST night of my life. Not going to let heart failure stop me from ANYTHING. #erastour #erastourtaylorswift #erastoursantaclara #santaclaratstheerastour #hearttransplant #heartfailure #lvad #heartdisease ","['heartdisease', 'hearttransplant', 'heartfailure', 'lvad', 'erastourtaylorswift', 'erastour', 'erastoursantaclara', 'santaclaratstheerastour']",7261816227880815918,60,1,niccclement,901
25,US,#heartdisease #coronaryheartdisease   #mayoclinic #fyp  #gofundmehelp #everydollarcounts  #pleasehelpme #itallstartedontiktok  @David & Joy  #thankyousomuchforyoursupport ,"['pleasehelpme', 'fyp', 'heartdisease', 'everydollarcounts', 'mayoclinic', 'thankyousomuchforyoursupport', 'coronaryheartdisease', 'gofundmehelp', 'itallstartedontiktok']",7261793667424472366,75,1,illinoisgal2.0,1643
0,US,Did you know #sitting long periods of time can cause #heartdisease ❓ #Cardiovasculardisease #lipoprotein #insulinresistance #Diabetes #obesity #CVD #fyp ,"['sitting', 'diabetes', 'fyp', 'heartdisease', 'obesity', 'cvd', 'lipoprotein', 'cardiovasculardisease', 'insulinresistance']",7261788487710461227,30,4,askkristypharmd,324
0,US,The fall of Big Swoll former No Limit Soldier and professional Athlete. Alot of people give up on me. #mystory #storyteller #storytelling #storytellers #storytellingtime #motivation #motivational #motivationalvideo #publicspeaker #motivationalspeaker #motivational_speaker #beliveinyourself #beliveinyou #beliveinyourdreams #speakerscorner #nevergiveup #nevergiveupyourfight #nevergiveuponyourdreams #nevergiveupchallenge #neworleanslouisiana #nflfootball #nflfootballplayer #univerityofhouston #univerityofhoustonalumni #denverbroncos #denverbroncosfan #neworleanslouisiana #NOLA #louisiana #americanheartassociation #heartassociation #cardiology #cardiology101 #cardiologynurse #cardiologyconsults #healthcare #healthcarenews #heartdesease #heartdeseaseawareness #heartdeseaseworrior #hearthealth #fyp #tiktoker #tiktokers ,"['motivation', 'nola', 'motivational', 'nevergiveup', 'storyteller', 'beliveinyourself', 'mystory', 'louisiana', 'motivationalvideo', 'storytelling', 'healthcare', 'fyp', 'denverbroncos', 'beliveinyou', 'storytellers', 'motivationalspeaker', 'denverbroncosfan', 'nevergiveuponyourdreams', 'beliveinyourdreams', 'nflfootball', 'americanheartassociation', 'heartassociation', 'storytellingtime', 'cardiology', 'publicspeaker', 'nevergiveupchallenge', 'hearthealth', 'neworleanslouisiana', 'nflfootballplayer', 'motivational_speaker', 'heartdesease', 'tiktoker', 'tiktokers', 'speakerscorner', 'cardiologynurse', 'nevergiveupyourfight', 'heartdeseaseawareness', 'healthcarenews', 'cardiologyconsults', 'heartdeseaseworrior', 'univerityofhouston', 'cardiology101', 'univerityofhoustonalumni']",7261785748658081066,3,0,randybswollthornt,83
0,US,#brainhealth #brain #mentalhealth #health #brainfood #neuroscience #brainpower #wellness #healthylifestyle #braintraining #mindfulness #nutrition #neurology #neuroplasticity #memory #meditation #motivation #fitness #anxiety #omega #guthealth #braininjury #healthyliving #focus #hearthealth #selfcare #biohacking #mentalhealthawareness #supplements #healthtips ,"['fitness', 'focus', 'omega', 'health', 'motivation', 'anxiety', 'meditation', 'brain', 'brainpower', 'memory', 'nutrition', 'selfcare', 'mentalhealth', 'wellness', 'healthylifestyle', 'supplements', 'healthyliving', 'healthtips', 'mentalhealthawareness', 'braintraining', 'brainfood', 'mindfulness', 'braininjury', 'hearthealth', 'neurology', 'neuroscience', 'guthealth', 'neuroplasticity', 'biohacking', 'brainhealth']",7261760311135325483,58,0,horsey2159,516
3,US,Health talk on high cholesterol levels!!! 𝑰𝒏𝒔𝒑𝒊𝒓𝒊𝒏𝒈 𝒉𝒆𝒂𝒍𝒕𝒉𝒚 𝒍𝒊𝒗𝒊𝒏𝒈 𝒂𝒓𝒐𝒖𝒏𝒅 𝒕𝒉𝒆 𝒘𝒐𝒓𝒍𝒅; 𝒇𝒓𝒐𝒎 𝑪𝒐𝒂𝒄𝒉 𝑺𝒂𝒏𝒅𝒓𝒂 𝑸𝒖𝒂𝒚𝒆 #livewithaswag #coachsandraquaye #askcoachsandra #letfoodbeyourmedicine #beforeandafter #cholesterolmanagement #cholesterolawareness #heartdisease #cardiovascularhealth,"['beforeandafter', 'heartdisease', 'cardiovascularhealth', 'livewithaswag', 'letfoodbeyourmedicine', 'cholesterolawareness', 'cholesterolmanagement', 'askcoachsandra', 'coachsandraquaye']",7261744592809184558,4,0,coachsandraquaye,310
5,US,keep going 🩵 #fyp #foryou #foryoupage #iykyk #inspo #viralvideo #viral #goals #health #selflove #inspiration #surgery #chronicillness #hospital #heartdisease #comeback #healingjourney #recovery #gym #gymtok #gymmotivation #fitness #girlswholift #gymgirl #summer #workout #gymlife #aorticstenosis #medicine #medtok #medicaltiktok #faith #christian ,"['summer', 'goals', 'workout', 'gym', 'fitness', 'faith', 'gymlife', 'health', 'comeback', 'inspiration', 'viral', 'girlswholift', 'medicine', 'selflove', 'recovery', 'hospital', 'foryou', 'christian', 'viralvideo', 'gymmotivation', 'iykyk', 'inspo', 'fyp', 'surgery', 'chronicillness', 'heartdisease', 'gymgirl', 'foryoupage', 'gymtok', 'medicaltiktok', 'healingjourney', 'medtok', 'aorticstenosis']",7261743843215772971,263,3,steviewisz,5177
0,US,(Part 1 of 2) I couldn't leave Oklahoma without coming to the Post just west of Oklahoma City. little did I know how stranded I would be.#Thankful #hearthealth ,"['thankful', 'hearthealth']",7261728830895820075,8,0,ceder.rose,279
3,US,#mounjaro #moinjarocommunity #mounjaroupdate #mounjarojourney #mounjaroweightloss #mounjaroprescription #mounjaroupdate #mounjarofamily #mounjarosideeffects #moujaroweek8 #mounjaroweek9 #nonscalevictory #nonscalevictories #nonscalevictorysunday #selfcare #improvedhealth #type2diabetes #type2diabetic #type2diabetesreversal #type2diabetesawareness #nomorehighbloodpressure #nomorehighbloodsugar #nomorefattyliver #a1c #feelinggood #glp #glp1 #glp1forweightloss #glp1medication #learningtoliveagain #happiness #nomoreheartattacks #heartdiseaseawareness #heartdisease #healingjourney💜 #healingjourney🖤 #tirzepatide #tirzepatideweightloss ,"['happiness', 'feelinggood', 'selfcare', 'heartdisease', 'glp', 'type2diabetes', 'a1c', 'glp1', 'heartdiseaseawareness', 'type2diabetic', 'learningtoliveagain', 'nonscalevictory', 'type2diabetesawareness', 'nonscalevictories', 'type2diabetesreversal', 'healingjourney💜', 'improvedhealth', 'nomorehighbloodpressure', 'nonscalevictorysunday', 'tirzepatide', 'healingjourney🖤', 'glp1forweightloss', 'nomoreheartattacks', 'nomorefattyliver', 'mounjaro', 'mounjarojourney', 'mounjaroweightloss', 'mounjaroprescription', 'mounjaroupdate', 'mounjarosideeffects', 'mounjarofamily', 'tirzepatideweightloss', 'nomorehighbloodsugar', 'glp1medication', 'mounjaroweek9', 'moujaroweek8', 'moinjarocommunity']",7261728377151687978,44,17,heathersa1,637
7,US,Eating frozen pomegranate seeds #pomegranate #eatwithme #crunchy #downtime #hearthealth #mukbang ,"['pomegranate', 'crunchy', 'downtime', 'eatwithme', 'mukbang', 'hearthealth']",7261727728737553707,334,1,amminawith2ms,16097
0,US,"“That’s the fate I’m talking about avoiding…”  “I’m not a real doctor, but I can help you.” - follow @Dr. Metabolism_123  #DrMetabolism #EntropyFighter #FoolontheHill #Metabolism #MetabolicHealth #EvolutionaryMismatch #InsulinResistance #Cancer #HeartDisease #Diabetes #Obesity #GutHealth #Fatigue #Migraines #FattyLiver #Acne #MentalHealth #Aging #PCOS #Sugar #Mitochondria #MitochondrialHealth #CytochromeC #JamisonNewlander @jamisonnewlander","['sugar', 'cancer', 'acne', 'diabetes', 'aging', 'pcos', 'mentalhealth', 'migraines', 'fatigue', 'metabolism', 'heartdisease', 'obesity', 'foolonthehill', 'mitochondria', 'guthealth', 'jamisonnewlander', 'fattyliver', 'insulinresistance', 'metabolichealth', 'evolutionarymismatch', 'mitochondrialhealth', 'cytochromec', 'drmetabolism', 'entropyfighter']",7261709374178053418,3,0,dr.metabolism,251
1,US,I welcome any opportunity to get my daily workout in by dancing to some great music 💃😀 #asake #lyrics #lonelyatthetop #afrobeats #newmusic #hearthealth #selfllove ,"['lyrics', 'newmusic', 'afrobeats', 'selfllove', 'asake', 'hearthealth', 'lonelyatthetop']",7261704320473763115,15,0,doctorabihealth,415
0,US,I do cardio daily! If I'm bulking or maintaining just 15 to 30 minutes post workout. On a cut I start there and after a few weeks add a second session that slowly works up to 30 minutes. My RHR gets as low as 50BPM some days! #cardio #fitness #gym #workout #personaltrainer #gymbro #bodybuilding #hearthealth ,"['workout', 'gym', 'fitness', 'cardio', 'bodybuilding', 'personaltrainer', 'gymbro', 'hearthealth']",7261701202218405162,7,0,gainznguitars,40
1,US,"No time to exercise? Burn off some calories at your next owambe (party). And feel free to take off your high-heeled shoes, if you need to :) #niniola #alleyesonme #hearthealth #fyp  #qots #qoah ","['alleyesonme', 'fyp', 'qots', 'niniola', 'hearthealth', 'qoah']",7261698953555692846,11,0,doctorabihealth,963
0,US,#meatheals #meatrx #shawnbaker1967 #carnivore #carnivorediet #eatmostlyfats #zerocarbs #animalbasediet #liondiet #yes2meat #reverohealth #hearthealth #anthonychaffemd #cardiacarrestsurvivor #plantfreemd #drnadirali #thecavemanstyle #heartattack #heartattackawareness #hearthealthjourney,"['heartattack', 'carnivore', 'hearthealth', 'zerocarbs', 'cardiacarrestsurvivor', 'heartattackawareness', 'meatheals', 'carnivorediet', 'yes2meat', 'meatrx', 'liondiet', 'thecavemanstyle', 'reverohealth', 'eatmostlyfats', 'animalbasediet', 'plantfreemd', 'shawnbaker1967', 'anthonychaffemd', 'hearthealthjourney', 'drnadirali']",7261698407696190763,22,0,fdrescue,290
0,US,Gained a little weight back but not gonna let that stop me. Working on getting my smile back. I heard it was infectious 😊 #fat2fit #hearthealth #healthylifestyle #gymtherapy #musictherapy #fitnessmotivation #fitnessjourney #fitdadbod #weightlossjourney #weightloss #weightlifting #summerinflorida #floridasun ,"['weightlifting', 'weightloss', 'weightlossjourney', 'healthylifestyle', 'summerinflorida', 'fat2fit', 'musictherapy', 'fitnessmotivation', 'fitnessjourney', 'floridasun', 'gymtherapy', 'hearthealth', 'fitdadbod']",7261696682059074862,12,0,jacobywheeler0,309
0,US,Get on your feet. Take care of your heart! #hearthealth #getonyourfeet #getup #whybeoutofbreath #viral #magicmikes #justsayno #trending #fyp #foryourpage #dontbelazy ,"['getup', 'trending', 'viral', 'fyp', 'justsayno', 'dontbelazy', 'getonyourfeet', 'magicmikes', 'hearthealth', 'foryourpage', 'whybeoutofbreath']",7261695588549365034,22,0,_just_joel___,412
9,US,#anthony #weightloss #diabetes #heartdisease #viralcontent #foryoupage #fypシ #follow #fypシ゚viral #heartcommentandshare100❤️❤️❤️❤️❤️ ,"['follow', 'weightloss', 'diabetes', 'anthony', 'heartdisease', 'viralcontent', 'foryoupage', 'fypシ', 'fypシ゚viral', 'heartcommentandshare100❤️❤️❤️❤️❤️']",7261688816941993258,67,11,tooreel_dynasty,3149
3,US,WOWM Weekly! Hey Booooooos Cardio is a must! Jumping Rope is good for your heart. Start small and keep on pushing to reach goals and stay healthy! #HeartHealth #JumpRope #Cardio ,"['cardio', 'jumprope', 'hearthealth']",7261681775225621806,10,0,porscheforce,897
0,US,"Exercise is important for several reasons: 1. Physical health: Regular exercise helps maintain a healthy weight, improves cardiovascular health, strengthens muscles and bones, and reduces the risk of chronic diseases such as heart disease, type 2 diabetes, and certain types of cancer. 2. Mental health: Exercise has been shown to improve mood, reduce symptoms of depression and anxiety, and enhance overall mental well-being. It can also improve sleep quality and boost cognitive function. 3. Energy levels: Engaging in regular physical activity increases energy levels and reduces feelings of fatigue. It improves endurance and stamina, making daily tasks and activities easier to perform. 4. Stress reduction: Exercise is a great stress reliever. It helps release endorphins, which are natural chemicals in the brain that act as mood elevators and reduce stress levels. It also provides a healthy outlet for pent-up emotions and tension. 5. Social interaction: Many forms of exercise, such as team sports or group fitness classes, provide opportunities for social interaction and can help build connections and friendships. This social aspect of exercise can contribute to overall happiness and well-being. 6. Cognitive function: Regular exercise has been linked to improved cognitive function, including better memory, attention, and problem-solving skills. It is also associated with a reduced risk of cognitive decline and dementia. Overall, exercise is essential for maintaining good physical and mental health, enhancing quality of life, and increasing longevity. It is a key component of a healthy lifestyle. #exercise #benefitsofexercise #reasonstoexercise #hearthealth #mentalhealth #edwarrior #exercise #workout #workoutmotivation #moveyourbodyeveryday ","['workout', 'exercise', 'mentalhealth', 'workoutmotivation', 'hearthealth', 'edwarrior', 'moveyourbodyeveryday', 'benefitsofexercise', 'reasonstoexercise']",7261676445498461483,32,2,ashleyhudson40,474
35,US,#shouldertips #shoulderinjury  #adibiarmy #hearthealth #wellness #amazon #bookrelease  #kindle #gearedup #fitness #bodybuilding #classicphysique #bikini #ifbb #npc #seromax #trainhard #gymtime #fitbody #contestprepcoach #eatbig #dallas #ripped #coach #dietitian #results #dominate ,"['kindle', 'dallas', 'fitness', 'coach', 'gymtime', 'bodybuilding', 'bikini', 'trainhard', 'amazon', 'npc', 'ripped', 'results', 'fitbody', 'wellness', 'dominate', 'eatbig', 'ifbb', 'dietitian', 'gearedup', 'shoulderinjury', 'classicphysique', 'hearthealth', 'bookrelease', 'contestprepcoach', 'shouldertips', 'adibiarmy', 'seromax']",7261675431080758570,419,7,armonadibi,14030
3,US,Do you know what glycemic index is? The way your body absorbs and processes carbohydrates and produces sugar makes a difference!  #glycemicindex #insulinproblems #insulinresistance #carbohydrates #nutrition #oats #oatstiktok #steelcut #irishoatmeal #therapistadvice #nutritiontips #hearthealth #fyp ,"['nutrition', 'fyp', 'oats', 'hearthealth', 'carbohydrates', 'steelcut', 'nutritiontips', 'insulinresistance', 'therapistadvice', 'glycemicindex', 'oatstiktok', 'irishoatmeal', 'insulinproblems']",7261666653056814382,23,0,jenn.schmitz,342
3,US,#onthisday I suffer from severe disruptive sleep apnea. I’m still on a journey to find the most comfortable solution. Men should take notice and govern themselves accordingly! #cjhunter #cjtheexec #cjneedsakidney #thewellnesscorna #holytrinity #fypシ #hearthealth #menshealth #menshearthealth #foryoupage #sleepapnea #cpapmachine #foryou #tcoy #wellnesstok #cardiology #viralvideo #takecareofyou ,"['foryou', 'viralvideo', 'takecareofyou', 'holytrinity', 'menshealth', 'sleepapnea', 'onthisday', 'cardiology', 'hearthealth', 'tcoy', 'cpapmachine', 'foryoupage', 'fypシ', 'wellnesstok', 'cjhunter', 'cjtheexec', 'cjneedsakidney', 'thewellnesscorna', 'menshearthealth']",7261655016837025067,7,0,cj.theexec,313
0,US,"JOIN TODAY! Download our app, F45 Training & REGISTER!  💥 3 EASY steps to SIGN UP 💥  1. Click on “BUY”  2. Click on “FUNCTIONAL TEAM TRAINING”  3. Click on 7 Day Free Trial (special BONUS offer when you join in 3 days or less for a membership while on your FREE week trial) Text us at (832)757-1241 for questions & more details! We look forward to hearing from you! #educationforall #mentalhealth #bodypositive #bodytransformation #f45 #f45challenge #F45LOBT  #f45katy #fitness #fitnessjourney #gym #gymlife #nutrition #eatclean #eatyourberries #healthy #healthyfood #womensupportingwomen #hearthealth #healthylifestyle #healthyeating #katy #richmond #rosenbergtx  #houstontx #lcisd #bellaterra #houston #houstontx","['gym', 'fitness', 'healthy', 'gymlife', 'houston', 'houstontx', 'katy', 'eatclean', 'nutrition', 'healthyfood', 'bodytransformation', 'bodypositive', 'mentalhealth', 'healthylifestyle', 'richmond', 'healthyeating', 'fitnessjourney', 'f45', 'hearthealth', 'bellaterra', 'lcisd', 'womensupportingwomen', 'educationforall', 'rosenbergtx', 'f45challenge', 'f45katy', 'eatyourberries', 'f45lobt']",7261653274187648299,4,0,minhvo7,92
1,US,Are you having Heart problems? You need to be on a all fruit diet #greenscreen #fyp #fypシ #heartdisease #heartdiseaseawareness #heartattack #highbloodpressure #hollistichealth #hollistichealing #herbs #herbal #fruit #hawthornberry #cayennepepper #hibiscus #licoriceroot #wildyamroot #ashwagandha #thyroid #thyroidproblems #adrenals #adrenalfatigue #woketok #woke #conspiracytiktok #yahkiawakened #drsebi ,"['fruit', 'heartattack', 'woke', 'herbs', 'fyp', 'hibiscus', 'greenscreen', 'heartdisease', 'thyroid', 'herbal', 'cayennepepper', 'hawthornberry', 'drsebi', 'highbloodpressure', 'heartdiseaseawareness', 'thyroidproblems', 'ashwagandha', 'woketok', 'adrenalfatigue', 'hollistichealth', 'fypシ', 'adrenals', 'licoriceroot', 'hollistichealing', 'conspiracytiktok', 'yahkiawakened', 'wildyamroot']",7261652366955384106,88,19,boogie.will.awake,1547
0,US,the finished meal me and the garlic top just don't get along #kale #lowcarb #health #inflammation #bloodpressure #hearthealthy #eatinghealthy #feelingfull #fiber #colorfulfoods #tofu #hearthealth ,"['health', 'bloodpressure', 'eatinghealthy', 'kale', 'tofu', 'fiber', 'lowcarb', 'hearthealth', 'feelingfull', 'hearthealthy', 'inflammation', 'colorfulfoods']",7261650907694353710,6,0,shaw8443,245
0,US,"JOIN TODAY! Download our app, F45 Training & REGISTER!  💥 3 EASY steps to SIGN UP 💥  1. Click on “BUY”  2. Click on “FUNCTIONAL TEAM TRAINING”  3. Click on 7 Day Free Trial (special BONUS offer when you join in 3 days or less for a membership while on your FREE week trial) Text us at (832)757-1241 for questions & more details! We look forward to hearing from you! #educationforall #mentalhealth #bodypositive #bodytransformation #f45 #f45challenge #F45LOBT  #f45katy #fitness #fitnessjourney #gym #gymlife #nutrition #eatclean #eatyourberries #healthy #healthyfood #womensupportingwomen #hearthealth #healthylifestyle #healthyeating #katy #richmond #rosenbergtx  #houstontx #lcisd #bellaterra #houston #houstontx#CapCut ","['gym', 'fitness', 'healthy', 'gymlife', 'houston', 'houstontx', 'katy', 'eatclean', 'nutrition', 'healthyfood', 'bodytransformation', 'bodypositive', 'mentalhealth', 'healthylifestyle', 'richmond', 'healthyeating', 'fitnessjourney', 'f45', 'hearthealth', 'bellaterra', 'lcisd', 'womensupportingwomen', 'educationforall', 'rosenbergtx', 'f45challenge', 'capcut', 'f45katy', 'eatyourberries', 'f45lobt']",7261649961371225390,3,0,f45bellaterra,881
0,US,#DidYouKnow Sea moss gel is known to support heart health by helping to lower cholesterol levels and regulate blood pressure. A healthy cardiovascular system is crucial for aging healthfully and reducing the risk of heart-related problems!! 1-2 Tablespoons a day is perfect. We’ve tagging this product that is available in our shop. Share this reel with a friend today. #seamossbenefits #hearthealth #yourseamossplug ,"['didyouknow', 'hearthealth', 'seamossbenefits', 'yourseamossplug']",7261629720045817131,8,0,joyjuiceculture,1038
0,US,"First day no coffee. I’m down to 1 cup a day . Let’s see how this goes . I gave up the energy drinks ,fake sugar and supplements. The coffee is the last thing to go . #workingonme #Selfcare #hearthealth #DoingTheWork #GirlYouGotIt ❤️💪🏽❤️","['girlyougotit', 'selfcare', 'workingonme', 'doingthework', 'hearthealth']",7261624541988801834,10,0,dreavpolke,297
